,pokedex_number,Number,name,attack,defense,sp_attack,sp_defense,speed,hp,base_total,base_egg_steps,base_happiness,capture_rate,experience_growth,generation,is_legendary,Total Fights,Win Percentage,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,bug2,dark2,dragon2,electric2,fairy2,fighting2,fire2,flying2,ghost2,grass2,ground2,ice2,none,normal2,poison2,psychic2,rock2,steel2,water2
329,330,362.0,Flygon,100,80,80,80,100,80,520,5120,70,45,1059860,3,0,116.0,0.9051724137931034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,331,363.0,Cacnea,85,40,85,40,35,50,335,5120,35,190,1059860,3,0,126.0,0.1746031746031746,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
331,332,364.0,Cacturne,115,60,115,60,55,70,475,5120,35,60,1059860,3,0,142.0,0.4647887323943662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,333,365.0,Swablu,40,60,40,75,50,45,310,5120,70,255,600000,3,0,123.0,0.2926829268292683,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
333,334,366.0,Altaria,110,110,110,105,80,75,590,5120,70,45,600000,3,0,125.0,0.656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,335,368.0,Zangoose,115,60,60,60,90,73,458,5120,70,90,600000,3,0,118.0,0.6694915254237288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
335,336,369.0,Seviper,100,60,100,60,65,73,458,5120,70,90,1640000,3,0,143.0,0.42657342657342656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
336,337,370.0,Lunatone,55,65,95,85,70,90,460,6400,70,45,800000,3,0,130.0,0.5307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
337,338,371.0,Solrock,95,85,55,65,70,90,460,6400,70,45,800000,3,0,108.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
338,339,372.0,Barboach,48,43,46,41,60,50,288,5120,70,190,1000000,3,0,148.0,0.47297297297297297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
339,340,373.0,Whiscash,78,73,76,71,60,110,468,5120,70,75,1000000,3,0,123.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
340,341,374.0,Corphish,80,65,50,35,35,43,308,3840,70,205,1640000,3,0,155.0,0.14193548387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
341,342,375.0,Crawdaunt,120,85,90,55,55,63,468,3840,70,155,1640000,3,0,121.0,0.2809917355371901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,343,376.0,Baltoy,40,55,40,70,55,40,300,5120,70,255,1000000,3,0,149.0,0.40939597315436244,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
343,344,377.0,Claydol,70,105,70,120,75,60,500,5120,70,90,1000000,3,0,122.0,0.5983606557377049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
344,345,378.0,Lileep,41,77,61,87,23,66,355,7680,70,45,600000,3,0,124.0,0.12096774193548387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
345,346,379.0,Cradily,81,97,81,107,43,86,495,7680,70,45,600000,3,0,128.0,0.203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
346,347,380.0,Anorith,95,50,40,50,75,45,355,7680,70,45,600000,3,0,150.0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,348,381.0,Armaldo,125,100,70,80,45,75,495,7680,70,45,600000,3,0,112.0,0.33035714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,349,382.0,Feebas,15,20,10,55,80,20,200,5120,70,255,600000,3,0,123.0,0.2682926829268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
349,350,383.0,Milotic,60,79,100,125,81,95,540,5120,70,60,600000,3,0,129.0,0.6201550387596899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
350,351,384.0,Castform,70,70,70,70,70,70,420,6400,70,45,1000000,3,0,121.0,0.5289256198347108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
351,352,385.0,Kecleon,90,70,60,120,40,60,440,5120,70,200,1059860,3,0,124.0,0.27419354838709675,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
352,353,386.0,Shuppet,75,35,63,33,45,44,295,6400,35,225,800000,3,0,136.0,0.2647058823529412,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
353,354,387.0,Banette,165,75,93,83,75,64,555,6400,35,45,800000,3,0,139.0,0.5323741007194245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
354,355,389.0,Duskull,40,90,30,90,25,20,295,6400,35,190,800000,3,0,132.0,0.11363636363636363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
355,356,390.0,Dusclops,70,130,60,130,25,40,455,6400,35,90,800000,3,0,121.0,0.17355371900826447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
356,357,391.0,Tropius,68,83,72,87,51,99,460,6400,70,200,1250000,3,0,134.0,0.417910447761194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,358,392.0,Chimecho,50,80,95,90,65,75,455,6400,70,45,800000,3,0,122.0,0.4262295081967213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
358,359,393.0,Absol,150,60,115,60,115,65,565,6400,35,30,1059860,3,0,129.0,0.689922480620155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
359,360,395.0,Wynaut,23,48,23,48,23,95,260,5120,70,125,1000000,3,0,130.0,0.046153846153846156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
360,361,396.0,Snorunt,50,50,50,50,50,50,300,5120,70,190,1000000,3,0,127.0,0.30708661417322836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
361,362,397.0,Glalie,120,80,120,80,100,80,580,5120,70,75,1000000,3,0,133.0,0.6015037593984962,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
362,363,399.0,Spheal,40,50,55,50,25,70,290,5120,70,255,1059860,3,0,131.0,0.061068702290076333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,364,400.0,Sealeo,60,70,75,70,45,90,410,5120,70,120,1059860,3,0,134.0,0.23880597014925373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
364,365,401.0,Walrein,80,90,95,90,65,110,530,5120,70,45,1059860,3,0,149.0,0.5033557046979866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365,366,402.0,Clamperl,64,85,74,55,32,35,345,5120,70,255,600000,3,0,116.0,0.19827586206896552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
366,367,403.0,Huntail,104,105,94,75,52,55,485,5120,70,60,600000,3,0,132.0,0.36363636363636365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
367,368,404.0,Gorebyss,84,105,114,75,52,55,485,5120,70,60,600000,3,0,128.0,0.2890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
368,369,405.0,Relicanth,90,130,45,65,55,100,485,10240,70,25,1250000,3,0,134.0,0.4253731343283582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
369,370,406.0,Luvdisc,30,55,40,65,97,43,330,5120,70,225,800000,3,0,131.0,0.6030534351145038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
370,371,407.0,Bagon,75,60,40,30,50,45,300,10240,35,45,1250000,3,0,125.0,0.304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
371,372,408.0,Shelgon,95,100,60,50,50,65,420,10240,35,45,1250000,3,0,123.0,0.34959349593495936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
372,373,409.0,Salamence,145,130,120,90,120,95,700,10240,35,45,1250000,3,0,137.0,0.8248175182481752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
373,374,411.0,Beldum,55,80,35,60,30,40,300,10240,35,3,1250000,3,0,133.0,0.15037593984962405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,375,412.0,Metang,75,100,55,80,50,60,420,10240,35,3,1250000,3,0,136.0,0.3088235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
375,376,413.0,Metagross,145,150,105,110,110,80,700,10240,35,3,1250000,3,0,110.0,0.5181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
376,377,415.0,Regirock,100,200,50,100,50,80,580,20480,35,3,1250000,3,1,144.0,0.3472222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
377,378,416.0,Regice,50,100,100,200,50,80,580,20480,35,3,1250000,3,1,140.0,0.2357142857142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
378,379,417.0,Registeel,75,150,75,150,50,80,580,20480,35,3,1250000,3,1,113.0,0.30973451327433627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
379,380,418.0,Latias,100,120,140,150,110,80,700,30720,90,3,1250000,3,1,133.0,0.8721804511278195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
380,381,420.0,Latios,130,100,160,120,110,80,700,30720,90,3,1250000,3,1,125.0,0.856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,382,422.0,Kyogre,150,90,180,160,90,100,770,30720,0,3,1250000,3,1,128.0,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
382,383,424.0,Groudon,180,160,150,90,90,100,770,30720,0,3,1250000,3,1,133.0,0.7969924812030075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
383,384,426.0,Rayquaza,180,100,180,100,115,105,780,30720,0,45,1250000,3,1,140.0,0.8285714285714286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,385,428.0,Jirachi,100,100,100,100,100,100,600,30720,100,3,1250000,3,1,153.0,0.8758169934640523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,387,433.0,Turtwig,68,64,45,55,31,55,318,5120,70,45,1059860,4,0,120.0,0.11666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
387,388,434.0,Grotle,89,85,55,65,36,75,405,5120,70,45,1059860,4,0,132.0,0.29545454545454547,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
388,389,435.0,Torterra,109,105,75,85,56,95,525,5120,70,45,1059860,4,0,113.0,0.34513274336283184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
389,390,436.0,Chimchar,58,44,58,44,61,44,309,5120,70,45,1059860,4,0,112.0,0.41964285714285715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
390,391,437.0,Monferno,78,52,78,52,81,64,405,5120,70,45,1059860,4,0,123.0,0.6422764227642277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,392,438.0,Infernape,104,71,104,71,108,76,534,5120,70,45,1059860,4,0,149.0,0.912751677852349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
392,393,439.0,Piplup,51,53,61,56,40,53,314,5120,70,45,1059860,4,0,140.0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
393,394,440.0,Prinplup,66,68,81,76,50,64,405,5120,70,45,1059860,4,0,131.0,0.25190839694656486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
394,395,441.0,Empoleon,86,88,111,101,60,84,530,5120,70,45,1059860,4,0,123.0,0.4634146341463415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
395,396,442.0,Starly,55,30,30,30,60,40,245,3840,70,255,1059860,4,0,124.0,0.43548387096774194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
396,397,443.0,Staravia,75,50,40,40,80,55,340,3840,70,120,1059860,4,0,119.0,0.6302521008403361,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397,398,444.0,Staraptor,120,70,50,60,100,85,485,3840,70,45,1059860,4,0,136.0,0.8308823529411765,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
398,399,445.0,Bidoof,45,40,35,40,31,59,250,3840,70,255,1000000,4,0,133.0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
399,400,446.0,Bibarel,85,60,55,60,71,79,410,3840,70,127,1000000,4,0,139.0,0.60431654676259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,401,447.0,Kricketot,25,41,25,41,25,37,194,3840,70,255,1059860,4,0,124.0,0.08870967741935484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
401,402,448.0,Kricketune,85,51,55,51,65,77,384,3840,70,45,1059860,4,0,122.0,0.5163934426229508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
402,403,449.0,Shinx,65,34,40,34,45,45,263,5120,70,235,1059860,4,0,139.0,0.2589928057553957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
403,404,450.0,Luxio,85,49,60,49,60,60,363,5120,100,120,1059860,4,0,126.0,0.4444444444444444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
404,405,451.0,Luxray,120,79,95,79,70,80,523,5120,70,45,1059860,4,0,132.0,0.5833333333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
405,406,452.0,Budew,30,35,50,70,55,40,280,5120,70,255,1059860,4,0,117.0,0.28205128205128205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
406,407,453.0,Roserade,70,65,125,105,90,60,515,5120,70,75,1059860,4,0,136.0,0.6911764705882353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
407,408,454.0,Cranidos,125,40,30,30,58,67,350,7680,70,45,600000,4,0,102.0,0.3431372549019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
408,409,455.0,Rampardos,165,60,65,50,58,97,495,7680,70,45,600000,4,0,123.0,0.3902439024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
409,410,456.0,Shieldon,42,118,42,88,30,30,350,7680,70,45,600000,4,0,125.0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
410,411,457.0,Bastiodon,52,168,47,138,30,60,495,7680,70,45,600000,4,0,121.0,0.19834710743801653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
411,412,458.0,Burmy,29,45,29,45,36,40,224,3840,70,120,1000000,4,0,123.0,0.14634146341463414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
413,414,462.0,Mothim,94,50,94,50,66,70,424,3840,70,45,1000000,4,0,135.0,0.48148148148148145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
414,415,463.0,Combee,30,42,30,42,70,30,244,3840,70,120,1059860,4,0,130.0,0.4230769230769231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
415,416,464.0,Vespiquen,80,102,80,102,40,70,474,3840,70,45,1059860,4,0,127.0,0.2677165354330709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,417,465.0,Pachirisu,45,70,45,90,95,60,405,2560,100,200,1000000,4,0,141.0,0.7304964539007093,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
417,418,466.0,Buizel,65,35,60,30,85,55,330,5120,70,190,1000000,4,0,111.0,0.6126126126126126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
418,419,467.0,Floatzel,105,55,85,50,115,85,495,5120,70,75,1000000,4,0,124.0,0.9032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,420,468.0,Cherubi,35,45,62,53,35,45,275,5120,70,190,1000000,4,0,135.0,0.11851851851851852,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
420,421,469.0,Cherrim,60,70,87,78,85,70,450,5120,70,75,1000000,4,0,114.0,0.6228070175438597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
421,422,470.0,Shellos,48,48,57,62,34,76,325,5120,70,190,1000000,4,0,154.0,0.11688311688311688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
422,423,471.0,Gastrodon,83,68,92,82,39,111,475,5120,70,75,1000000,4,0,124.0,0.1774193548387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
423,424,472.0,Ambipom,100,66,60,66,115,75,482,5120,100,45,800000,4,0,111.0,0.918918918918919,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
424,425,473.0,Drifloon,50,34,60,44,70,90,348,7680,70,125,1640000,4,0,113.0,0.6283185840707964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425,426,474.0,Drifblim,80,44,90,54,80,150,498,7680,70,60,1640000,4,0,128.0,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
426,427,475.0,Buneary,66,44,44,56,85,55,350,5120,0,190,1000000,4,0,135.0,0.6888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
427,428,476.0,Lopunny,136,94,54,96,135,65,580,5120,140,60,1000000,4,0,121.0,0.9008264462809917,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,429,478.0,Mismagius,60,60,105,105,105,60,495,6400,35,45,800000,4,0,125.0,0.848,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
430,431,480.0,Glameow,55,42,42,37,85,49,310,5120,70,190,800000,4,0,117.0,0.6068376068376068,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
431,432,481.0,Purugly,82,64,64,59,112,71,452,5120,70,75,800000,4,0,119.0,0.9327731092436975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,433,482.0,Chingling,30,50,65,50,45,45,285,6400,70,120,800000,4,0,123.0,0.13821138211382114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
433,434,483.0,Stunky,63,47,41,41,74,63,329,5120,70,225,1000000,4,0,125.0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,435,484.0,Skuntank,93,67,71,61,84,103,479,5120,70,60,1000000,4,0,119.0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,436,485.0,Bronzor,24,86,24,86,23,57,300,5120,70,255,1000000,4,0,110.0,0.12727272727272726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
436,437,486.0,Bronzong,89,116,79,116,33,67,500,5120,70,90,1000000,4,0,141.0,0.2624113475177305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
437,438,487.0,Bonsly,80,95,10,45,10,50,290,5120,70,255,1000000,4,0,125.0,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
438,439,488.0,Mime Jr.,25,45,70,90,60,20,310,6400,70,145,1000000,4,0,120.0,0.30833333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
